파일명,cossim,ProductID,CategoryID,카테고리명,성구분
C10100020002-L000000505455.png,-0.46729002120955915,L000000505455,C10100020002,girl-Doll,girl
C10100030002-L000000467883.png,-0.3421162151860513,L000000467883,C10100030002,boy-Action,boy
C10100020001-L000002678438.png,-0.09477001492038666,L000002678438,C10100020001,girl-RolePlay,girl
C10100030004-4904810879947.png,-0.40070786701470884,4904810879947,C10100030004,boy-Car/Train,boy
C10100030003-8809194422795.png,-0.0653445074756549,8809194422795,C10100030003,boy-Control,boy
C10100020001-8809182326760.png,-0.36235653937830103,8809182326760,C10100020001,girl-RolePlay,girl
C10100030003-8809174579747.png,-0.6916308435579772,8809174579747,C10100030003,boy-Control,boy
C10100020002-5054131040300.png,-0.7071821642157907,5054131040300,C10100020002,girl-Doll,girl
C10100020003-8805804030930.png,-0.5247178553323582,8805804030930,C10100020003,girl-Deco,girl
C10100030002-8809482992696.png,0.03948131173742918,8809482992696,C10100030002,boy-Action,boy
C10100030004-7312350331653.png,-0.19395673443749242,7312350331653,C10100030004,boy-Car/Train,boy
C10100020002-8718637035617.png,-0.49855462281061336,8718637035617,C10100020002,girl-Doll,girl
C10100020002-L000001479450.png,-0.8465379298427983,L000001479450,C10100020002,girl-Doll,girl
C10100020002-8804275105253.png,-0.5391345548420164,8804275105253,C10100020002,girl-Doll,girl
C10100020003-8809557510077.png,Error,8809557510077,C10100020003,girl-Deco,girl
C10100020002-L000000518851.png,-0.6587646836367302,L000000518851,C10100020002,girl-Doll,girl
C10100020002-L000002335191.png,0.49420601371441564,L000002335191,C10100020002,girl-Doll,girl
C10100030004-0746775349288.png,0.23392715453389384,0746775349288,C10100030004,boy-Car/Train,boy
C10100020002-8809436037510.png,0.40505910329615513,8809436037510,C10100020002,girl-Doll,girl
C10100020003-5037200061178.png,-0.4891017811932761,5037200061178,C10100020003,girl-Deco,girl
C10100030004-8809332520567.png,0.49097890795199867,8809332520567,C10100030004,boy-Car/Train,boy
